"4610.0 Water Account, Australia, 2021-22",,,,,,,,,,,,,,
Released at 11:30 am (Canberra time) 19 October 2023,,,,,,,,,,,,,,
"Physical Water Supply and Use, by Water Type, Australia and state/territory (Megalitres), 2014-15 to 2021-22",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Geography Description,Geography Code,Industry,ANZSIC Division Code,Supply/Use,Product,Unit,   2014-15   ,   2015-16   ,   2016-17   ,   2017-18   ,   2018-19   ,   2019-20   ,   2020-21   ,  2021-22  
Queensland,3,Total industry,Total industry,Use,Groundwater,ML,"802,778.41","944,751.74","792,756.12","894,878.06","808,105.39","791,233.67","778,999.56","536,706.89"
Queensland,3,Households (e),HH,Use,Groundwater,ML, na , na , na , na , na , na , na , na 
Queensland,3,Environment,Environment,Use,Groundwater,ML, - , - , - , - , - , - , - , - 
Queensland,3,Total,Total,Use,Groundwater,ML,"802,778.41","944,751.74","792,756.12","894,878.06","808,105.39","791,233.67","778,999.56","536,706.89"
Queensland,3,"Agriculture, forestry and fishing (d)",A,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
Queensland,3,Mining,B,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
Queensland,3,Manufacturing,C,Use,Sea water for desalination,ML,54.0335,27.9033, - , - , - , - , - , - 
Queensland,3,Electricity and gas supply,D,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
Queensland,3,"Water supply, sewerage and drainage services",D,Use,Sea water for desalination,ML,"1,432.00","2,053.00","2,170.00","3,286.00","6,979.00","14,411.00","20,060.00","13,403.00"
Queensland,3,"Waste collection, treatment and disposal services",D,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
Queensland,3,"Total Electricity, gas, water and waste services",D,Use,Sea water for desalination,ML,"1,432.00","2,053.00","2,170.00","3,286.00","6,979.00","14,411.00","20,060.00","13,403.00"
Queensland,3,Other industries,E -S,Use,Sea water for desalination,ML,403.5058,396.6427,432.0773,452.2406,453.4356,426.829,397.0435,404.7153
Queensland,3,Total industry,Total industry,Use,Sea water for desalination,ML,"1,889.54","2,477.55","2,602.08","3,738.24","7,432.44","14,837.83","20,457.04","13,807.72"
Queensland,3,Households (e),HH,Use,Sea water for desalination,ML, na , na , na , na , na , na , na , na 
Queensland,3,Environment,Environment,Use,Sea water for desalination,ML, - , - , - , - , - , - , - , - 
Queensland,3,Total,Total,Use,Sea water for desalination,ML,"1,889.54","2,477.55","2,602.08","3,738.24","7,432.44","14,837.83","20,457.04","13,807.72"
Queensland,3,"Agriculture, forestry and fishing (d)",A,Use,Self-extracted,ML,"1,178,911.62","1,206,875.18","1,244,167.41","1,317,647.54","970,695.90","840,486.93","959,130.48","786,727.12"
Queensland,3,Mining,B,Use,Self-extracted,ML,"223,512.84","229,493.63","217,897.80","214,400.68","192,542.37","191,397.12","196,838.32","181,639.65"
Queensland,3,Manufacturing,C,Use,Self-extracted,ML,"100,146.58","96,506.82","89,462.80","95,181.16","93,111.02","96,457.74","109,007.73","94,988.29"
Queensland,3,Electricity and gas supply,D,Use,Self-extracted,ML,"716,531.95","695,055.44","597,306.38", np , np , np , np , np 
Queensland,3,"Water supply, sewerage and drainage services",D,Use,Self-extracted,ML,"2,513,774.00","2,339,670.00","2,199,580.36","2,172,977.55","1,870,587.00","2,150,971.00","2,270,157.95","2,510,428.90"
Queensland,3,"Waste collection, treatment and disposal services",D,Use,Self-extracted,ML, - , np , np , np , np ,40.6878, np , np 
Queensland,3,"Total Electricity, gas, water and waste services",D,Use,Self-extracted,ML,"3,230,305.95", np , np ,"2,839,106.07","2,542,162.65", np ,"2,904,386.83","3,257,762.60"
Queensland,3,Other industries,E -S,Use,Self-extracted,ML,"14,445.71", np , np ,"16,190.45","16,233.23", np ,"14,214.36","14,489.01"
Queensland,3,Total industry,Total industry,Use,Self-extracted,ML,"4,747,322.71","4,581,801.08","4,363,945.81","4,482,525.91","3,814,745.17","3,980,205.28","4,183,577.73","4,335,606.68"
Queensland,3,Households (e),HH,Use,Self-extracted,ML, na , na , na , na , na , na , na , na 
Queensland,3,Environment,Environment,Use,Self-extracted,ML, - , - , - , - , - , - , - , - 
Queensland,3,Total,Total,Use,Self-extracted,ML,"4,747,322.71","4,581,801.08","4,363,945.81","4,482,525.91","3,814,745.17","3,980,205.28","4,183,577.73","4,335,606.68"
Queensland,3,"Agriculture, forestry and fishing (d)",A,Use,Distributed,ML, np ,"1,390,668.68", np ,"1,239,424.28","867,059.18","1,086,967.49","1,266,330.98","1,558,642.72"
Queensland,3,Mining,B,Use,Distributed,ML,"41,946.00","33,876.00","39,033.95","46,272.00","52,859.00","66,686.00","58,630.00","55,880.00"
Queensland,3,Manufacturing,C,Use,Distributed,ML,"76,763.00","72,674.00","74,842.28","82,013.01","84,668.00","97,229.00","88,626.00","76,627.00"
Queensland,3,Electricity and gas supply,D,Use,Distributed,ML,"41,753.00","46,393.00", np ,"74,403.97","74,108.00","67,068.00","63,343.00","64,346.00"
Queensland,3,"Water supply, sewerage and drainage services",D,Use,Distributed,ML,"375,477.00","368,347.00", np ,"290,057.34","342,655.00","369,136.00","342,492.00","318,791.00"
Queensland,3,"Waste collection, treatment and disposal services",D,Use,Distributed,ML, np , np , np ,760.33,837.3579,836.1871,740.0468,758.3901
Queensland,3,"Total Electricity, gas, water and waste services",D,Use,Distributed,ML, np , np , np ,"365,221.63","417,600.36","437,040.19","406,575.05","383,895.39"
Queensland,3,Other industries,E -S,Use,Distributed,ML,"95,218.99", np ,"102,250.42","107,596.54","108,085.75","101,373.49","94,169.45","96,755.71"
Queensland,3,Total industry,Total industry,Use,Distributed,ML,"2,188,612.76","2,006,967.78","1,868,056.61","1,840,527.46","1,530,272.28","1,789,296.16","1,914,331.48","2,171,800.82"
Queensland,3,Households (e),HH,Use,Distributed,ML,"331,501.49","339,942.76","338,724.38","340,804.29","348,982.56","369,307.53","362,741.70","346,506.18"
Queensland,3,Environment,Environment,Use,Distributed,ML, - , - , - , - , - , - , - , - 
Queensland,3,Total,Total,Use,Distributed,ML,"2,520,114.25","2,346,910.54","2,206,780.99","2,181,331.76","1,879,254.85","2,158,603.69","2,277,073.18","2,518,307.00"
Queensland,3,"Agriculture, forestry and fishing (d)",A,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
Queensland,3,Mining,B,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
Queensland,3,Manufacturing,C,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
Queensland,3,Electricity and gas supply,D,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
Queensland,3,"Water supply, sewerage and drainage services",D,Use,Wastewater (c),ML,"378,385.00","358,142.00","364,350.00","384,520.00","371,191.00","379,187.00","403,483.00","479,966.00"
Queensland,3,"Waste collection, treatment and disposal services",D,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
Queensland,3,"Total Electricity, gas, water and waste services",D,Use,Wastewater (c),ML,"378,385.00","358,142.00","364,350.00","384,520.00","371,191.00","379,187.00","403,483.00","479,966.00"
Queensland,3,Other industries,E -S,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
Queensland,3,Total industry,Total industry,Use,Wastewater (c),ML,"378,385.00","358,142.00","364,350.00","384,520.00","371,191.00","379,187.00","403,483.00","479,966.00"
Queensland,3,Households (e),HH,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
Queensland,3,Environment,Environment,Use,Wastewater (c),ML, na , na , na , na , na , na , na , na 
Queensland,3,Total,Total,Use,Wastewater (c),ML,"378,385.00","358,142.00","364,350.00","384,520.00","371,191.00","379,187.00","403,483.00","479,966.00"
Queensland,3,"Agriculture, forestry and fishing (d)",A,Use,Reuse,ML, np , np , np ,"16,059.00","14,251.00","16,049.00","13,657.00","15,448.00"
Queensland,3,Mining,B,Use,Reuse,ML, np , np , np ,977,"2,089.00","1,646.00","1,326.00",335
Queensland,3,Manufacturing,C,Use,Reuse,ML,"7,417.00", np ,"4,904.96","5,217.00","5,150.00","4,467.00","4,645.00","5,526.00"
Queensland,3,Electricity and gas supply,D,Use,Reuse,ML,"2,410.00","2,577.00", np ,"2,003.00","2,383.00","1,614.00","3,357.00","3,819.00"
Queensland,3,"Water supply, sewerage and drainage services",D,Use,Reuse,ML, np ,"17,449.00", np ,"10,120.00","10,141.00","6,940.00","9,590.00","8,354.00"
Queensland,3,"Waste collection, treatment and disposal services",D,Use,Reuse,ML, - , - , - , - , - , - , - , - 
Queensland,3,"Total Electricity, gas, water and waste services",D,Use,Reuse,ML, np ,"20,026.00","17,916.66","12,123.00","12,524.00","8,554.00","12,947.00","12,173.00"
Queensland,3,Other industries,E -S,Use,Reuse,ML,"23,109.48","24,555.38","24,421.17","23,343.86","27,151.78","29,092.55","27,148.56","21,962.57"
Queensland,3,Total industry,Total industry,Use,Reuse,ML,"67,737.48","68,144.38","63,883.76","57,719.86","61,165.78","59,808.55","59,723.56","55,444.57"
Queensland,3,Households (e),HH,Use,Reuse,ML,337,328,158, - , - , - , - , - 
Queensland,3,Environment,Environment,Use,Reuse,ML, - , - , - , - , - , - , - , - 
Queensland,3,Total,Total,Use,Reuse,ML,"68,074.48","68,472.38","64,041.76","57,719.86","61,165.78","59,808.55","59,723.56","55,444.57"
Queensland,3,"Agriculture, forestry and fishing (d)",A,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Queensland,3,Mining,B,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Queensland,3,Manufacturing,C,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Queensland,3,Electricity and gas supply,D,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Queensland,3,"Water supply, sewerage and drainage services",D,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Queensland,3,"Waste collection, treatment and disposal services",D,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Queensland,3,"Total Electricity, gas, water and waste services",D,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Queensland,3,Other industries,E -S,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Queensland,3,Total industry,Total industry,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Queensland,3,Households (e),HH,Use,Return flows (b),ML, - , - , - , - , - , - , - , - 
Queensland,3,Environment,Environment,Use,Return flows (b),ML,"1,155,576.96","1,117,363.41","1,023,274.24","1,119,557.26","1,093,058.99","1,114,831.06","1,102,684.11","1,269,148.49"
Queensland,3,Total,Total,Use,Return flows (b),ML,"1,155,576.96","1,117,363.41","1,023,274.24","1,119,557.26","1,093,058.99","1,114,831.06","1,102,684.11","1,269,148.49"
South Australia,4,"Agriculture, forestry and fishing (d)",A,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
South Australia,4,Mining,B,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
South Australia,4,Manufacturing,C,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
South Australia,4,Electricity and gas supply,D,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
South Australia,4,"Water supply, sewerage and drainage services",D,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
South Australia,4,"Waste collection, treatment and disposal services",D,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
South Australia,4,"Total Electricity, gas, water and waste services",D,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
South Australia,4,Other industries,E -S,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
South Australia,4,Total industry,Total industry,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
South Australia,4,Households (e),HH,Supply,Self-extracted,ML, - , - , - , - , - , - , - , - 
South Australia,4,Environment,Environment,Supply,Self-extracted,ML,"971,623.60","1,057,026.28","810,233.27","875,747.35","931,457.02","1,020,791.32","1,051,302.39","979,881.25"
South Australia,4,Total,Total,Supply,Self-extracted,ML,"971,623.60","1,057,026.28","810,233.27","875,747.35","931,457.02","1,020,791.32","1,051,302.39","979,881.25"
South Australia,4,"Agriculture, forestry and fishing (d)",A,Supply,Distributed,ML, - , - , - , - , - , - , - , - 
South Australia,4,Mining,B,Supply,Distributed,ML, np , np , np ,371.155,358.5124,368.5163,363.6705, np 
South Australia,4,Manufacturing,C,Supply,Distributed,ML, np , np , np ,45.6855,39.0838,37.0649,40.0788, np 
South Australia,4,Electricity and gas supply,D,Supply,Distributed,ML,87.2535,119.7409,30.8271,25.9115,33.724,22.0089,14.9873,24.0448
South Australia,4,"Water supply, sewerage and drainage services",D,Supply,Distributed,ML,"504,177.84","542,432.58","445,154.25","498,794.95","513,680.13","553,978.79","571,443.97","519,017.00"
South Australia,4,"Waste collection, treatment and disposal services",D,Supply,Distributed,ML, - , - , - , - , - , - , - , - 
South Australia,4,"Total Electricity, gas, water and waste services",D,Supply,Distributed,ML,"504,265.09","542,552.32","445,185.07","498,820.86","513,713.85","554,000.80","571,458.96","519,041.04"
South Australia,4,Other industries,E -S,Supply,Distributed,ML, na , na , na , na , na , na , na , na 
South Australia,4,Total industry,Total industry,Supply,Distributed,ML,"504,844.43","543,151.34","445,593.40","499,237.70","514,111.45","554,406.38","571,862.71","519,407.13"
South Australia,4,Households (e),HH,Supply,Distributed,ML, - , - , - , - , - , - , - , - 
South Australia,4,Environment,Environment,Supply,Distributed,ML, - , - , - , - , - , - , - , - 
South Australia,4,Total,Total,Supply,Distributed,ML,"504,844.43","543,151.34","445,593.40","499,237.70","514,111.45","554,406.38","571,862.71","519,407.13"
South Australia,4,"Agriculture, forestry and fishing (d)",A,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
South Australia,4,Mining,B,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
South Australia,4,Manufacturing,C,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
South Australia,4,Electricity and gas supply,D,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
South Australia,4,"Water supply, sewerage and drainage services",D,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
South Australia,4,"Waste collection, treatment and disposal services",D,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
South Australia,4,"Total Electricity, gas, water and waste services",D,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
South Australia,4,Other industries,E -S,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
South Australia,4,Total industry,Total industry,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
South Australia,4,Households (e),HH,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
South Australia,4,Environment,Environment,Supply,Wastewater (a),ML, na , na , na , na , na , na , na , na 
South Australia,4,Total,Total,Supply,Wastewater (a),ML,"116,636.00","118,526.00","131,883.83","133,609.70","119,957.00","122,609.00","123,822.00","127,247.00"
South Australia,4,"Agriculture, forestry and fishing (d)",A,Supply,Reuse,ML, - , - , - , - , - , - , - , - 
South Australia,4,Mining,B,Supply,Reuse,ML, np , np , np ,"1,887.21","1,911.20","2,001.07","2,002.58", np 
South Australia,4,Manufacturing,C,Supply,Reuse,ML, np , np , np ,734.1524,626.8277,588.538,637.7573, np 
South Australia,4,Electricity and gas supply,D,Supply,Reuse,ML,4.8703,6.6837,1.7207, np ,1.8824, np , np , np 
South Australia,4,"Water supply, sewerage and drainage services",D,Supply,Reuse,ML,"41,759.00","41,886.00","33,275.27","36,720.00","40,222.00","35,752.00","32,911.00","48,132.00"
South Australia,4,"Waste collection, treatment and disposal services",D,Supply,Reuse,ML, - , - , - , np , - , np , np , np 
South Australia,4,"Total Electricity, gas, water and waste services",D,Supply,Reuse,ML,"41,763.92","41,892.73","33,277.04","36,721.50","40,223.93","35,753.28","32,911.89","48,133.39"
South Australia,4,Other industries,E -S,Supply,Reuse,ML, na , na , na , na , na , na , na , na 
South Australia,4,Total industry,Total industry,Supply,Reuse,ML,"44,197.95","44,343.68","35,791.58","39,342.86","42,761.96","38,342.89","35,552.22","50,861.58"
South Australia,4,Households (e),HH,Supply,Reuse,ML, - , - , - , - , - , - , - , - 
South Australia,4,Environment,Environment,Supply,Reuse,ML, - , - , - , - , - , - , - , - 
South Australia,4,Total,Total,Supply,Reuse,ML,"44,197.95","44,343.68","35,791.58","39,342.86","42,761.96","38,342.89","35,552.22","50,861.58"
South Australia,4,"Agriculture, forestry and fishing (d)",A,Supply,Return flows (b),ML, na , na , na , na , na , na , na , na 
South Australia,4,Mining,B,Supply,Return flows (b),ML, np , np , np ,"17,432.93","16,340.05","16,990.39","18,931.25", np 
South Australia,4,Manufacturing,C,Supply,Return flows (b),ML, np , np , np ,"8,904.19","7,097.10","6,540.37","7,610.32", np 
South Australia,4,Electricity and gas supply,D,Supply,Return flows (b),ML,"6,482.30","6,221.59","3,313.04","6,097.81","8,884.99","9,853.24","3,317.04","2,396.25"
South Australia,4,"Water supply, sewerage and drainage services",D,Supply,Return flows (b),ML,"80,925.00","84,582.00","105,526.43","104,421.70","70,767.00","76,454.00","76,317.00","82,665.00"
South Australia,4,"Waste collection, treatment and disposal services",D,Supply,Return flows (b),ML,0.9879,1.0419,1.0932,1.1035,1.1177,1.0657,1.103,1.1151
South Australia,4,"Total Electricity, gas, water and waste services",D,Supply,Return flows (b),ML,"87,408.28","90,804.63","108,840.56","110,520.62","79,653.11","86,308.31","79,635.15","85,062.37"
South Australia,4,Other industries,E -S,Supply,Return flows (b),ML, na , na , na , na , na , na , na , na 
South Australia,4,Total industry,Total industry,Supply,Return flows (b),ML,"118,232.08","119,796.00","134,959.56","136,857.74","103,090.27","109,839.07","106,176.72","110,560.26"
South Australia,4,Households (e),HH,Supply,Return flows (b),ML, - , - , - , - , - , - , - , - 
South Australia,4,Environment,Environment,Supply,Return flows (b),ML, - , - , - , - , - , - , - , - 
South Australia,4,Total,Total,Supply,Return flows (b),ML,"118,232.08","119,796.00","134,959.56","136,857.74","103,090.27","109,839.07","106,176.72","110,560.26"
South Australia,4,"Agriculture, forestry and fishing (d)",A,Use,Surface water,ML,"70,116.44","49,311.77","45,677.72","53,543.25","52,205.76","49,342.39","48,813.96","34,890.05"
South Australia,4,Mining,B,Use,Surface water,ML, np ,"1,360.61", np ,"1,091.01","1,202.96","1,065.04","1,414.46", np 
